well,production_days,total_oil,total_gas,total_water,avg_daily_oil,avg_daily_gas,avg_wellhead_pressure,avg_downhole_pressure,avg_operating_hours,water_cut,water_cut_pct,oil_per_operating_hour
15/9-F-12,3056,4579609.549999996,667542278.0199986,6833320.37000001,1498.5633344240825,218436.60929973776,47.97301314820251,80.72907216230197,21.336410104712037,0.5987349802284606,59.873498022846064,214638.241743798
15/9-F-14,3056,3942233.3899999936,578009542.0200006,7121249.7399999965,1289.9978370418828,189139.24804319392,41.53060000528689,233.07465034538845,20.541124080497386,0.6436715866353026,64.36715866353026,191919.06803887704
15/9-F-11,1165,1147849.1,174310520.6099996,1090806.2700000007,985.2781974248928,149622.76447210266,51.14578568169099,233.96236432405237,22.322932309012877,0.4872595776097507,48.72595776097507,51420.175634208965
15/9-F-1 C,746,177709.32999999987,26440918.599999998,207302.39000000007,238.21626005361912,35443.59061662198,53.90812972205529,246.6660333758897,13.382752211796248,0.5384313755435811,53.84313755435811,13278.982318999952
15/9-F-15 D,978,148518.55999999985,22505350.950000007,52366.39999999999,151.85946830265834,23011.606288343566,39.8830982362821,226.03491271669262,18.22580038854806,0.2606785495539339,26.067854955393386,8148.808657715769
15/9-F-5,3306,41160.68000000002,6561825.739999999,13533.180000000002,257.2542500000001,41011.410874999994,21.323218878437437,,19.17108511818468,0.24743508686349797,24.743508686349795,2147.0187913858445
15/9-F-4,3327,,,,,,,,20.24162556535434,,,
