DATEPRD,NPD_WELL_BORE_NAME,BORE_OIL_VOL,BORE_GAS_VOL,BORE_WAT_VOL,AVG_DOWNHOLE_PRESSURE,AVG_DOWNHOLE_TEMPERATURE,AVG_WHP_P,ON_STREAM_HRS,anomaly_status
2009-04-10,15/9-F-14,50.65,7190.41,0.05,0.0,0.0,86.93054830329197,0.80833,Anomaly
2009-04-09,15/9-F-14,2094.72,291446.14,2.62,156.70460375223155,68.81027777977636,82.46254446119381,15.58334,Anomaly
2009-04-05,15/9-F-14,3873.72,547078.74,33.73,0.0,0.0,81.85864155290251,22.19167,Anomaly
2009-04-04,15/9-F-14,4266.19,603057.78,39.67,142.19539375,62.09741270833333,82.26588958333333,24.0,Anomaly
2009-03-11,15/9-F-14,1185.05,165437.35,174.74,273.07673727639633,105.14198352963615,106.44160266758853,8.80833,Anomaly
2009-03-11,15/9-F-12,5414.32,755859.5,0.0,283.71534940371487,106.62386692102554,97.91931522897872,23.5,Anomaly
2009-03-10,15/9-F-12,4692.91,653842.25,0.0,277.64193122497056,106.77363114252061,87.05511508833922,21.225,Anomaly
2009-03-09,15/9-F-12,4197.14,607750.29,0.0,276.89711057925507,106.79870641534683,86.1897387108394,18.525,Anomaly
2009-03-05,15/9-F-14,1974.22,281263.48,18.19,275.3149200003929,105.2529733774,106.92828567211428,14.0,Anomaly
2009-03-05,15/9-F-12,2440.8,347737.77,0.0,283.35719563086906,106.68779819793922,96.21912872297536,11.16666,Anomaly
2009-01-11,15/9-F-12,5716.64,822490.28,15.45,,,73.29971979166666,24.0,Anomaly
2009-01-10,15/9-F-12,5869.78,844192.56,15.72,,,70.18436520833333,24.0,Anomaly
2009-01-09,15/9-F-12,5644.01,810726.77,14.25,,,71.64508625,24.0,Anomaly
2009-01-08,15/9-F-12,5901.84,851131.52,15.32,,,68.488635625,24.0,Anomaly
2009-01-07,15/9-F-12,5621.9,834503.06,25.57,,,72.04471875,24.0,Anomaly
2008-06-29,15/9-F-12,5121.12,768245.7,11.82,259.68716270833335,96.22694375,80.209785,24.0,Anomaly
2008-06-26,15/9-F-12,4232.54,639125.35,9.76,259.96043866435,106.24847466401908,81.19468353260272,15.83334,Anomaly
2008-06-04,15/9-F-12,5067.01,764495.52,9.8,258.4640527083333,106.1684125,1.0297385416666667,24.0,Anomaly
2008-06-03,15/9-F-12,4999.75,755898.39,9.67,259.0873539624423,106.16301365806954,0.0,24.0,Anomaly
2008-06-02,15/9-F-12,4019.51,603534.04,7.77,259.7948011059003,106.14873870485746,81.29772202915477,13.41667,Anomaly
2008-05-25,15/9-F-12,5045.72,764673.62,8019.74,258.3098160416667,106.15579270833334,80.017106875,24.0,Anomaly
2008-05-24,15/9-F-12,5034.28,762332.85,8019.72,258.339496875,106.14994958333334,80.17285791666667,24.0,Anomaly
2008-05-21,15/9-F-12,5013.12,759588.91,9.69,257.2,39.55367,80.17116,24.0,Anomaly
2008-05-20,15/9-F-12,4885.56,741919.56,9.45,297.6459697916667,72.71542833333334,81.26395729166667,24.0,Anomaly
2008-02-23,15/9-F-12,1851.72,252078.0,0.28,292.0884239965605,105.84901334553587,112.60272618715769,15.14167,Anomaly
2008-02-14,15/9-F-12,3124.09,509954.88,1.16,295.58606133333336,105.77548622222223,113.71817466666667,22.5,Anomaly
2008-02-12,15/9-F-12,284.65,38888.67,385.01,308.0559395652174,104.41809,106.80593913043478,11.5,Anomaly
